Index,Clinic Name,Dentist Name,Address,Phone,Email,Website,Google Maps URL
208,Tisza Dent Fogászat,,?,+36 30 477 4223,,,https://www.google.com/maps/place/Tisza+Dent+Fog%C3%A1szat/data=!4m7!3m6!1s0x4744891a959d09fd:0x8c725c9457da47e8!8m2!3d46.2528533!4d20.1449794!16s%2Fg%2F11smdwkmts!19sChIJ_QmdlRqJREcR6EfaV5Rccow?authuser=0&hl=am&rclk=1
209,K-Dent Fogászati Rendelo,,Csongrádi sgrt. 2/b,+36 30 678 1166,,,https://www.google.com/maps/place/K-Dent+Fog%C3%A1szati+Rendel%C5%91/data=!4m7!3m6!1s0x4744880c5b9d3589:0x42efc552e22038c9!8m2!3d46.2594352!4d20.1504619!16s%2Fg%2F11bx1tqqr9!19sChIJiTWdWwyIREcRyTgg4lLF70I?authuser=0&hl=am&rclk=1
210,Tiszaparti Dental Center Kft.,,?,+36 62 470 740,,,https://www.google.com/maps/place/Tiszaparti+Dental+Center+Kft./data=!4m7!3m6!1s0x47448816766e1dad:0xf5f6dd297ca68d59!8m2!3d46.2586806!4d20.1716494!16s%2Fg%2F1w8w8s_q!19sChIJrR1udhaIREcRWY2mfCnd9vU?authuser=0&hl=am&rclk=1
211,Dr. Lehoczky Márton,,Töltés u. 21,+36 30 940 0404,,,https://www.google.com/maps/place/Dr.+Lehoczky+M%C3%A1rton/data=!4m7!3m6!1s0x4744899e4c9107db:0xacdd23f8d939cbd3!8m2!3d46.2456836!4d20.173579!16s%2Fg%2F11kqdd3cdw!19sChIJ2weRTJ6JREcR08s52fgj3aw?authuser=0&hl=am&rclk=1
212,Hattyas Dental,,Hattyas u. 12/d,+36 30 327 6061,,,https://www.google.com/maps/place/Hattyas+Dental/data=!4m7!3m6!1s0x474489c741b8a131:0xf8e7622409279b3a!8m2!3d46.2328789!4d20.1364491!16s%2Fg%2F11j91y13dm!19sChIJMaG4QceJREcROpsnCSRi5_g?authuser=0&hl=am&rclk=1
213,Holistodent (Dr. Nagy Judit és Dr. Pálus Attila) Fogászat és Manuálterápia,,?,,,,https://www.google.com/maps/place/Holistodent+%28Dr.+Nagy+Judit+%C3%A9s+Dr.+P%C3%A1lus+Attila%29+Fog%C3%A1szat+%C3%A9s+Manu%C3%A1lter%C3%A1pia/data=!4m7!3m6!1s0x4744898664308075:0xeedacf8699b2c3eb!8m2!3d46.2387535!4d20.1802724!16s%2Fg%2F11r4ln45g5!19sChIJdYAwZIaJREcR68OymYbP2u4?authuser=0&hl=am&rclk=1
214,Alföld Dent: Fogászat - Fogorvos Szeged,,Alföldi u. 29,,,,https://www.google.com/maps/place/Alf%C3%B6ld+Dent:+Fog%C3%A1szat+-+Fogorvos+Szeged/data=!4m7!3m6!1s0x4744893bf7ed37a5:0x64df6349fc083210!8m2!3d46.2440014!4d20.1372304!16s%2Fg%2F11txf91r70!19sChIJpTft9zuJREcREDII_Elj32Q?authuser=0&hl=am&rclk=1
215,White Dent Esthetic Dentistry,,?,+36 70 775 7443,,,https://www.google.com/maps/place/White+Dent+Esthetic+Dentistry/data=!4m7!3m6!1s0x474489adbad07851:0xea13496a1319c69!8m2!3d46.238016!4d20.1884794!16s%2Fg%2F1tdjpy9h!19sChIJUXjQuq2JREcRaZwxoZY0oQ4?authuser=0&hl=am&rclk=1
216,Happy-Dent Dental Center 2000,,?,+36 30 945 1975,,,https://www.google.com/maps/place/Happy-Dent+Dental+Center+2000/data=!4m7!3m6!1s0x474488458e59175d:0xb081c8fcaff13f04!8m2!3d46.2456503!4d20.1737189!16s%2Fg%2F1hhx5nqgr!19sChIJXRdZjkWIREcRBD_xr_zIgbA?authuser=0&hl=am&rclk=1
217,"Dr. Dr. Hézso Tamás PhD - Szájsebész, fogorvos, arcesztétikai specialista",,Szentháromság u. 50,+36 70 725 5104,,,"https://www.google.com/maps/place/Dr.+Dr.+H%C3%A9zs%C5%91+Tam%C3%A1s+PhD+-+Sz%C3%A1jseb%C3%A9sz,+fogorvos,+arceszt%C3%A9tikai+specialista/data=!4m7!3m6!1s0x4744898a50743de7:0x9d8e00571208fdd0!8m2!3d46.244517!4d20.1411994!16s%2Fg%2F11vlr0616l!19sChIJ5z10UIqJREcR0P0IElcAjp0?authuser=0&hl=am&rclk=1"
218,STARDENT 2016 KFT.,,?,+36 70 304 9049,,,https://www.google.com/maps/place/STARDENT+2016+KFT./data=!4m7!3m6!1s0x474489343050cb2f:0x7dd5517a1ebf9b0f!8m2!3d46.2422209!4d20.1380984!16s%2Fg%2F11mvxrnqf4!19sChIJL8tQMDSJREcRD5u_HnpR1X0?authuser=0&hl=am&rclk=1
219,Pécsek-Dobó Magánfogászat,,Szentháromság u. 60,,,,https://www.google.com/maps/place/P%C3%A9csek-Dob%C3%B3+Mag%C3%A1nfog%C3%A1szat/data=!4m7!3m6!1s0x47448960aad57c01:0x7bd77b8a227f37fb!8m2!3d46.243595!4d20.1400839!16s%2Fg%2F11t3vq8646!19sChIJAXzVqmCJREcR-zd_Iop713s?authuser=0&hl=am&rclk=1
220,Dr. Madani Olivér Fogorvos,,?,+36 20 467 4238,,,https://www.google.com/maps/place/Dr.+Madani+Oliv%C3%A9r+Fogorvos/data=!4m7!3m6!1s0x474489adf3dc2457:0x6ff35100c91f7a70!8m2!3d46.2462726!4d20.1701141!16s%2Fg%2F11mvg1xb3q!19sChIJVyTc862JREcRcHofyQBR828?authuser=0&hl=am&rclk=1
221,Dr. Kocsis András Fogszabályzó Centrum,,?,+36 30 878 9709,,,https://www.google.com/maps/place/Dr.+Kocsis+Andr%C3%A1s+Fogszab%C3%A1lyz%C3%B3+Centrum/data=!4m7!3m6!1s0x47448847a5542d1f:0xde48e2818190dd92!8m2!3d46.2502442!4d20.1753508!16s%2Fg%2F1tkml9z8!19sChIJHy1UpUeIREcRkt2QgYHiSN4?authuser=0&hl=am&rclk=1
222,dr. Maráz Kinga,,Fo fasor 45,+36 30 264 5024,,,https://www.google.com/maps/place/dr.+Mar%C3%A1z+Kinga/data=!4m7!3m6!1s0x4744886a27a25245:0x4d3daf906c2a3d72!8m2!3d46.2454099!4d20.170404!16s%2Fg%2F1tqcj_h_!19sChIJRVKiJ2qIREcRcj0qbJCvPU0?authuser=0&hl=am&rclk=1
223,Monostori Adrienn Dentálhigiénikus,,"Tisza Dent rendelo, Tisza Lajos krt. 63 FSZ. 1",+36 20 299 9077,,,https://www.google.com/maps/place/Monostori+Adrienn+Dent%C3%A1lhigi%C3%A9nikus/data=!4m7!3m6!1s0xb48bb8fc0e44f61:0x10acc05222a38b1a!8m2!3d46.2526987!4d20.144854!16s%2Fg%2F11vpfg4z1t!19sChIJYU_kwI-7SAsRGoujIlLArBA?authuser=0&hl=am&rclk=1
224,Kario-Dent Fogorvosi Rendelo,,Festo u. 3,,,,https://www.google.com/maps/place/Kario-Dent+Fogorvosi+Rendel%C5%91/data=!4m7!3m6!1s0x474489002087250b:0x800be03a6f55e012!8m2!3d46.2579259!4d20.1594752!16s%2Fg%2F11y30nq7rg!19sChIJCyWHIACJREcREuBVbzrgC4A?authuser=0&hl=am&rclk=1
225,Dentors Szeged | Parodontológia és Esztétikai fogászat | Fogorvosi Rendelo,,?,+36 70 331 2346,,,https://www.google.com/maps/place/Dentors+Szeged+%7C+Parodontol%C3%B3gia+%C3%A9s+Eszt%C3%A9tikai+fog%C3%A1szat+%7C+Fogorvosi+Rendel%C5%91/data=!4m7!3m6!1s0x4744891ccbe9374d:0x199b90fe646dceb0!8m2!3d46.2512849!4d20.141334!16s%2Fg%2F11gw28j5v1!19sChIJTTfpyxyJREcRsM5tZP6Qmxk?authuser=0&hl=am&rclk=1
226,High Dent,,?,+36 30 837 6587,,,https://www.google.com/maps/place/High+Dent/data=!4m7!3m6!1s0x474488726d614ead:0xc3ad605174d64bb6!8m2!3d46.2528635!4d20.1498522!16s%2Fg%2F11c6lcdnx5!19sChIJrU5hbXKIREcRtkvWdFFgrcM?authuser=0&hl=am&rclk=1
227,Prágai Fogászat,,Kálvária sugárút 10,+36 30 237 1361,,,https://www.google.com/maps/place/Pr%C3%A1gai+Fog%C3%A1szat/data=!4m7!3m6!1s0x474489a0d45f996d:0x5d0d1021604dd7be!8m2!3d46.2511831!4d20.1422189!16s%2Fg%2F11j4n1cbdr!19sChIJbZlf1KCJREcRvtdNYCEQDV0?authuser=0&hl=am&rclk=1
228,University of Szeged - Faculty of Dentistry,,Tisza Lajos krt. 64 - 66,+36 62 545 283,,,https://www.google.com/maps/place/University+of+Szeged+-+Faculty+of+Dentistry/data=!4m7!3m6!1s0x474488705097d5cd:0x9c5248d6294b6c5f!8m2!3d46.249592!4d20.1449507!16s%2Fg%2F11bw72_sw3!19sChIJzdWXUHCIREcRX2xLKdZIUpw?authuser=0&hl=am&rclk=1
229,Novodent Szeged Fogászati Centrum,,Maros u. 1,+36 30 364 3654,,,https://www.google.com/maps/place/Novodent+Szeged+Fog%C3%A1szati+Centrum/data=!4m7!3m6!1s0x474489cc0009949b:0x7f127535628c8d89!8m2!3d46.2560858!4d20.1566646!16s%2Fg%2F11scfny66m!19sChIJm5QJAMyJREcRiY2MYjV1En8?authuser=0&hl=am&rclk=1
230,Tiszavirág-Dent,,?,+36 70 267 9500,,,https://www.google.com/maps/place/Tiszavir%C3%A1g-Dent/data=!4m7!3m6!1s0x47448927953440cb:0x63bed19871390806!8m2!3d46.2578226!4d20.1525672!16s%2Fg%2F11h04hr2x7!19sChIJy0A0lSeJREcRBgg5cZjRvmM?authuser=0&hl=am&rclk=1
231,Aranyklinika Fogászat,,Arany János u. 14,+36 30 203 5653,,,https://www.google.com/maps/place/Aranyklinika+Fog%C3%A1szat/data=!4m7!3m6!1s0x47448872b03f6e9f:0xb0bd0323e990f117!8m2!3d46.255731!4d20.151663!16s%2Fg%2F11bymvlc6g!19sChIJn24_sHKIREcRF_GQ6SMDvbA?authuser=0&hl=am&rclk=1
232,Welcome Dental - Dr. Mustafa László - fogszakorvos–implantológus Szeged,,Juhász Gyula u. 14,+36 62 425 946,,,https://www.google.com/maps/place/Welcome+Dental+-+Dr.+Mustafa+L%C3%A1szl%C3%B3+-+fogszakorvos%E2%80%93implantol%C3%B3gus+Szeged/data=!4m7!3m6!1s0x4744880d757daeb5:0xbfd83295c1622d00!8m2!3d46.2583723!4d20.1528603!16s%2Fg%2F1tx8rzy1!19sChIJta59dQ2IREcRAC1iwZUy2L8?authuser=0&hl=am&rclk=1
233,Smile Club Aesthetic Dental Surgery,,Kárász u. 10,+36 70 605 6565,,,https://www.google.com/maps/place/Smile+Club+Aesthetic+Dental+Surgery/data=!4m7!3m6!1s0x474488718e08d44b:0xaa73a10fe8afe8f7!8m2!3d46.25151!4d20.147272!16s%2Fg%2F1ptyhn6kt!19sChIJS9QIjnGIREcR9-iv6A-hc6o?authuser=0&hl=am&rclk=1
234,Dr. Sávay Gyula,,Takaréktár u. 4,+36 62 421 383,,,https://www.google.com/maps/place/Dr.+S%C3%A1vay+Gyula/data=!4m7!3m6!1s0x47448872c14b1d19:0x285aeba5a399ec8f!8m2!3d46.2557576!4d20.1508033!16s%2Fg%2F1tddwk2t!19sChIJGR1LwXKIREcRj-yZo6XrWig?authuser=0&hl=am&rclk=1
235,Dent-Art 2001 Bt.,,Gogol u. 16,+36 62 424 474,,,https://www.google.com/maps/place/Dent-Art+2001+Bt./data=!4m7!3m6!1s0x4744880cd18cc885:0xd3db1c5d9db21d23!8m2!3d46.2525967!4d20.1423821!16s%2Fg%2F11b6hyw753!19sChIJhciM0QyIREcRIx2ynV0c29M?authuser=0&hl=am&rclk=1
236,"Bajusz Örs dr. Fogorvos, Szent Gellért Orvoscentrum",,Kálvária sugárút 14,,,,"https://www.google.com/maps/place/Bajusz+%C3%96rs+dr.+Fogorvos,+Szent+Gell%C3%A9rt+Orvoscentrum/data=!4m7!3m6!1s0x47448876cf80c93f:0x10c863e2d37437ec!8m2!3d46.2512082!4d20.1416468!16s%2Fg%2F1thw0ysg!19sChIJP8mAz3aIREcR7Dd00-JjyBA?authuser=0&hl=am&rclk=1"
237,"Fogszabidoki - Dr. Varga Csaba - fogszabályozás, orthodontic specialist",,Kálvária sugárút 14,+36 70 331 2346,,,"https://www.google.com/maps/place/Fogszabidoki+-+Dr.+Varga+Csaba+-+fogszab%C3%A1lyoz%C3%A1s,+orthodontic+specialist/data=!4m7!3m6!1s0x496361ec6e9e9f5f:0x2dc005e97fc6aa2e!8m2!3d46.2512848!4d20.141334!16s%2Fg%2F11sd_qvycm!19sChIJX5-ebuxhY0kRLqrGf-kFwC0?authuser=0&hl=am&rclk=1"
238,Dental-Studio Fogászati Kft.,,?,+36 62 542 075,,,https://www.google.com/maps/place/Dental-Studio+Fog%C3%A1szati+Kft./data=!4m7!3m6!1s0x47448912b29a053f:0x8d1ce886b9698df5!8m2!3d46.217307!4d20.197463!16s%2Fg%2F11b6ht59wk!19sChIJPwWashKJREcR9Y1puYboHI0?authuser=0&hl=am&rclk=1
239,"dr. Vámos Dóra Fogászati, Egészségügyi Korlátolt Felelosségu Társaság",,Kálvária sugárút 3,,,,"https://www.google.com/maps/place/dr.+V%C3%A1mos+D%C3%B3ra+Fog%C3%A1szati,+Eg%C3%A9szs%C3%A9g%C3%BCgyi+Korl%C3%A1tolt+Felel%C5%91ss%C3%A9g%C5%B1+T%C3%A1rsas%C3%A1g/data=!4m7!3m6!1s0x4744894003fb8c4b:0x5f4c56fe010050f!8m2!3d46.251292!4d20.143102!16s%2Fg%2F11s1pp58d4!19sChIJS4z7A0CJREcRDwUQ4G_F9AU?authuser=0&hl=am&rclk=1"
240,Petrina-Dent,,Kormányos u. 24-26,+36 20 433 3554,,,https://www.google.com/maps/place/Petrina-Dent/data=!4m7!3m6!1s0x474487e7338840c9:0xd3ca071c1794a961!8m2!3d46.247939!4d20.1344521!16s%2Fg%2F11flzf4690!19sChIJyUCIM-eHREcRYamUFxwHytM?authuser=0&hl=am&rclk=1
241,Prevental Dental Spa,,Juhász Gyula u. 10,+36 30 757 8044,,,https://www.google.com/maps/place/Prevental+Dental+Spa/data=!4m7!3m6!1s0x474489c687e15a31:0x3a28a342de3d83cc!8m2!3d46.2578159!4d20.1525789!16s%2Fg%2F11lcn1f59h!19sChIJMVrhh8aJREcRzIM93kKjKDo?authuser=0&hl=am&rclk=1
242,Dr. Berkovits Csaba,,József Attila sgrt. 37,,,,https://www.google.com/maps/place/Dr.+Berkovits+Csaba/data=!4m7!3m6!1s0x47448870512570eb:0x81812ffd34390fcc!8m2!3d46.2610158!4d20.1577869!16s%2Fg%2F11c3vjgntd!19sChIJ63AlUXCIREcRzA85NP0vgYE?authuser=0&hl=am&rclk=1
243,Dr. Huszka Ildikó,,Korondi u. 5,+36 62 435 759,,,https://www.google.com/maps/place/Dr.+Huszka+Ildik%C3%B3/data=!4m7!3m6!1s0x474488683bc97779:0x5e8722168b26913e!8m2!3d46.246741!4d20.1594031!16s%2Fg%2F11b6hxx4s2!19sChIJeXfJO2iIREcRPpEmixYih14?authuser=0&hl=am&rclk=1
244,Szövo Dent fogászat,,Szövo u. 33,+36 70 161 6163,,,https://www.google.com/maps/place/Sz%C3%B6v%C5%91+Dent+fog%C3%A1szat/data=!4m7!3m6!1s0x474489005fcb988f:0x282c7d4f1bc4ace2!8m2!3d46.2470673!4d20.1731435!16s%2Fg%2F11x12wy6vh!19sChIJj5jLXwCJREcR4qzEG099LCg?authuser=0&hl=am&rclk=1
245,Liget Fogászat,,Népkert sor,,,,https://www.google.com/maps/place/Liget+Fog%C3%A1szat/data=!4m7!3m6!1s0x4744886a285007f7:0x2b5bd55142f64f9f!8m2!3d46.249947!4d20.1643607!16s%2Fg%2F11fn6sxtgc!19sChIJ9wdQKGqIREcRn0_2QlHVWys?authuser=0&hl=am&rclk=1
246,LG Spa Dental,,Takaréktár u. 2,,,,https://www.google.com/maps/place/LG+Spa+Dental/data=!4m7!3m6!1s0x47448872ca2c819f:0xf534a97a887573f5!8m2!3d46.256066!4d20.1510625!16s%2Fg%2F11cjkmh_q5!19sChIJn4EsynKIREcR9XN1iHqpNPU?authuser=0&hl=am&rclk=1
247,Dr. Biliczki-Graca Diána fogszakorvos,,Szentháromság u. 8,+36 70 216 4902,,,https://www.google.com/maps/place/Dr.+Biliczki-Graca+Di%C3%A1na+fogszakorvos/data=!4m7!3m6!1s0x4744887aa6ef9feb:0x13c45acd3396b3a8!8m2!3d46.247246!4d20.1452168!16s%2Fg%2F11dx8k3x98!19sChIJ65_vpnqIREcRqLOWM81axBM?authuser=0&hl=am&rclk=1
248,Martonosi Mihály,,Déryné u. 12,,,,https://www.google.com/maps/place/Martonosi+Mih%C3%A1ly/data=!4m7!3m6!1s0x47448840e004ab89:0x94029b16444b44a6!8m2!3d46.2507691!4d20.1691145!16s%2Fg%2F1tftvrc1!19sChIJiasE4ECIREcRpkRLRBabApQ?authuser=0&hl=am&rclk=1
249,Dr. Szendi Róbert,,Szent Antal u. 14,+36 20 227 1702,,,https://www.google.com/maps/place/Dr.+Szendi+R%C3%B3bert/data=!4m7!3m6!1s0x474489a0bb950397:0xe802569a1173a664!8m2!3d46.2423126!4d20.1324875!16s%2Fg%2F11tp2cwv1n!19sChIJlwOVu6CJREcRZKZzEZpWAug?authuser=0&hl=am&rclk=1
250,Dr Urbán Andrea fogorvos(dentist),,Fülemüle u. 32,+36 20 337 1114,,,https://www.google.com/maps/place/Dr+Urb%C3%A1n+Andrea+fogorvos%28dentist%29/data=!4m7!3m6!1s0x474489ac434a31af:0xf042c508613e8863!8m2!3d46.2362977!4d20.1870848!16s%2Fg%2F1hhgmcts0!19sChIJrzFKQ6yJREcRY4g-YQjFQvA?authuser=0&hl=am&rclk=1
251,L&V Dental,,Szentháromság u. 24,,,,https://www.google.com/maps/place/L%26V+Dental/data=!4m7!3m6!1s0x4744887aebc2ff69:0x985355b389e669af!8m2!3d46.2462676!4d20.1435795!16s%2Fg%2F11cjp706xl!19sChIJaf_C63qIREcRr2nmibNVU5g?authuser=0&hl=am&rclk=1
252,Dr. Sümegi Judit Fogszakorvos,,Katona József u. 20,+36 62 441 610,,,https://www.google.com/maps/place/Dr.+S%C3%BCmegi+Judit+Fogszakorvos/data=!4m7!3m6!1s0x474487d834a39e11:0x94a1e9b611b2b5fe!8m2!3d46.2510364!4d20.1310456!16s%2Fg%2F1tc_2wjb!19sChIJEZ6jNNiHREcR_rWyEbbpoZQ?authuser=0&hl=am&rclk=1
253,Medi-Dent Szeged Bt.,,Zárda u. 21,,,,https://www.google.com/maps/place/Medi-Dent+Szeged+Bt./data=!4m7!3m6!1s0x474488124b0ea5df:0xab78a5099c7ec199!8m2!3d46.2585545!4d20.1582298!16s%2Fg%2F1hhxhl88g!19sChIJ36UOSxKIREcRmcF-nAmleKs?authuser=0&hl=am&rclk=1
254,Dr. Török Erika Fogszakorvos,,Kossuth Lajos sgrt. 62,,,,https://www.google.com/maps/place/Dr.+T%C3%B6r%C3%B6k+Erika+Fogszakorvos/data=!4m7!3m6!1s0x474487e12413f0b7:0x401fd2065f2fa0f9!8m2!3d46.2618451!4d20.1363535!16s%2Fg%2F11b6hwmb1s!19sChIJt_ATJOGHREcR-aAvXwbSH0A?authuser=0&hl=am&rclk=1
255,Dr. Segesváry Krisztina,,Kormányos u. 24-26,+36 20 228 2689,,,https://www.google.com/maps/place/Dr.+Segesv%C3%A1ry+Krisztina/data=!4m7!3m6!1s0x474487e7338840c9:0x9bfbcb68f11c4bd9!8m2!3d46.247939!4d20.1344521!16s%2Fg%2F11h_6pr_w_!19sChIJyUCIM-eHREcR2Usc8WjL-5s?authuser=0&hl=am&rclk=1
256,Dr. Kocsis S. Gábor,,Hattyas u. 12,,,,https://www.google.com/maps/place/Dr.+Kocsis+S.+G%C3%A1bor/data=!4m7!3m6!1s0x4744888f61377009:0xd1e3f0e150ce244a!8m2!3d46.2325519!4d20.1362843!16s%2Fg%2F1tf1mlt2!19sChIJCXA3YY-IREcRSiTOUOHw49E?authuser=0&hl=am&rclk=1
257,Dr. Grünberg Fogászati és Egészségügyi Bt.,,?,,,,https://www.google.com/maps/place/Dr.+Gr%C3%BCnberg+Fog%C3%A1szati+%C3%A9s+Eg%C3%A9szs%C3%A9g%C3%BCgyi+Bt./data=!4m7!3m6!1s0x474487d9f0f56a69:0xbcc6ef3cebc627d1!8m2!3d46.2512326!4d20.1282826!16s%2Fg%2F1tlkb4sd!19sChIJaWr18NmHREcR0SfG6zzvxrw?authuser=0&hl=am&rclk=1
258,Dr. Antal András,,Pacsirta u. 5,,,,https://www.google.com/maps/place/Dr.+Antal+Andr%C3%A1s/data=!4m7!3m6!1s0x4744880a6a1b5a97:0xae1687675dbe26c3!8m2!3d46.262356!4d20.1449435!16s%2Fg%2F1tl_khbz!19sChIJl1obagqIREcRwya-XWeHFq4?authuser=0&hl=am&rclk=1
259,dr. Simon Márta,,?,+36 62 499 415,,,https://www.google.com/maps/place/dr.+Simon+M%C3%A1rta/data=!4m7!3m6!1s0x474487c509ef2f57:0xfee8fe1444bfa1ed!8m2!3d46.2557856!4d20.1150243!16s%2Fg%2F11b6h_50j5!19sChIJVy_vCcWHREcR7aG_RBT-6P4?authuser=0&hl=am&rclk=1
260,"Püspök Tímea, Dentálhigiénikus",,Marostoi u. 23,+36 70 431 9943,,,"https://www.google.com/maps/place/P%C3%BCsp%C3%B6k+T%C3%ADmea,+Dent%C3%A1lhigi%C3%A9nikus/data=!4m7!3m6!1s0x4744898e577fee3b:0xb0dd7720558e801c!8m2!3d46.248489!4d20.1747455!16s%2Fg%2F11rgh03vkq!19sChIJO-5_V46JREcRHICOVSB33bA?authuser=0&hl=am&rclk=1"
261,MindentMent Fogászati rendelo,,Szent-Györgyi Albert u. 26,+36 70 209 5390,,,https://www.google.com/maps/place/MindentMent+Fog%C3%A1szati+rendel%C5%91/data=!4m7!3m6!1s0x474489a1bf4f029f:0x1d527293c358bc49!8m2!3d46.2517432!4d20.1616118!16s%2Fg%2F11x27qys2_!19sChIJnwJPv6GJREcRSbxYw5NyUh0?authuser=0&hl=am&rclk=1
262,Fogorvosi Rendelo Gogol utcai Fogászat,,Gogol u. 16,+36 62 424 474,,,https://www.google.com/maps/place/Fogorvosi+Rendel%C5%91+Gogol+utcai+Fog%C3%A1szat/data=!4m7!3m6!1s0x47448876a92e5ddd:0x6a569469eb95a38a!8m2!3d46.2522301!4d20.1442459!16s%2Fg%2F11r9c2v7d!19sChIJ3V0uqXaIREcRiqOV62mUVmo?authuser=0&hl=am&rclk=1
263,Lv Dental,,Borbás u. 21,Borbás u. 21,,,https://www.google.com/maps/place/Lv+Dental/data=!4m7!3m6!1s0x4744887d14662c05:0xeb730004a3bb92e6!8m2!3d46.2400938!4d20.1390315!16s%2Fg%2F11h26gxkcx!19sChIJBSxmFH2IREcR5pK7owQAc-s?authuser=0&hl=am&rclk=1
264,Dr. Bóka Mónika,,Nemes Takács u.,,,,https://www.google.com/maps/place/Dr.+B%C3%B3ka+M%C3%B3nika/data=!4m7!3m6!1s0x4744887798f09da9:0x174ebbf936b0b251!8m2!3d46.2500985!4d20.1369397!16s%2Fg%2F11flzfnnk6!19sChIJqZ3wmHeIREcRUbKwNvm7Thc?authuser=0&hl=am&rclk=1
265,Korffy Dentcare,,Felso Tisza-Part 1,Felso Tisza-Part 1,,,https://www.google.com/maps/place/K%C5%91rffy+Dentcare/data=!4m7!3m6!1s0x474488132f5fadbb:0x5a3e462ed957cf1!8m2!3d46.2559046!4d20.1566645!16s%2Fg%2F11bxb9dy_x!19sChIJu61fLxOIREcR8XyV7WLkowU?authuser=0&hl=am&rclk=1
266,Primadenta 2005. Bt.,,"Szeged Kecskeméti utca 29, út 24",,,,https://www.google.com/maps/place/Primadenta+2005.+Bt./data=!4m7!3m6!1s0x4744880f33eb3217:0x888ccb1c919d7406!8m2!3d46.264524!4d20.1523488!16s%2Fg%2F1hhwd6gbh!19sChIJFzLrMw-IREcRBnSdkRzLjIg?authuser=0&hl=am&rclk=1
267,Csongor Dentál Stúdió Fogászati Kft.,,Csongor tér 1,,,,https://www.google.com/maps/place/Csongor+Dent%C3%A1l+St%C3%BAdi%C3%B3+Fog%C3%A1szati+Kft./data=!4m7!3m6!1s0x4744881b6ffdef01:0x96babae3d6cd20e3!8m2!3d46.268199!4d20.164591!16s%2Fg%2F1hhxcx660!19sChIJAe_9bxuIREcR4yDN1uO6upY?authuser=0&hl=am&rclk=1
268,Dr Trogmayer Helga fogszakorvos,,Takaréktár u. 2,,,,https://www.google.com/maps/place/Dr+Trogmayer+Helga+fogszakorvos/data=!4m7!3m6!1s0x47448872ca2c819f:0x27204d5df43a64f9!8m2!3d46.256066!4d20.1510625!16s%2Fg%2F11cjkmq3n9!19sChIJn4EsynKIREcR-WQ69F1NICc?authuser=0&hl=am&rclk=1
269,Simon Judit,,Szentháromság u. 77,,,,https://www.google.com/maps/place/Simon+Judit/data=!4m7!3m6!1s0x4744881804e2ed9f:0x445c3f68672a161c!8m2!3d46.2423143!4d20.1381229!16s%2Fg%2F11h461vz96!19sChIJn-3iBBiIREcRHBYqZ2g_XEQ?authuser=0&hl=am&rclk=1
270,Medical Bt.,,Mars tér 18,+36 62 315 939,,,https://www.google.com/maps/place/Medical+Bt./data=!4m7!3m6!1s0x474488753e3a844d:0xb14855e27823bcca!8m2!3d46.2566047!4d20.1416468!16s%2Fg%2F1tvm1jyw!19sChIJTYQ6PnWIREcRyrwjeOJVSLE?authuser=0&hl=am&rclk=1
271,Napfény Dental Fogászat,,Bérkert u. 11,+36 30 414 6006,,,https://www.google.com/maps/place/Napf%C3%A9ny+Dental+Fog%C3%A1szat/data=!4m7!3m6!1s0x47448846b73eaaab:0xd28e339cc4a4d694!8m2!3d46.2488516!4d20.1703302!16s%2Fg%2F11flzg7jbc!19sChIJq6o-t0aIREcRlNakxJwzjtI?authuser=0&hl=am&rclk=1
272,"Dr. Füzesi Helga , Dr. Olasz Tibor-fogászat-Szeged",,Lechner tér 11,+36 30 349 8065,,,"https://www.google.com/maps/place/Dr.+F%C3%BCzesi+Helga+,+Dr.+Olasz+Tibor-fog%C3%A1szat-Szeged/data=!4m7!3m6!1s0x47448982b4057a27:0xe94b610b34d659ed!8m2!3d46.2588114!4d20.1464411!16s%2Fg%2F11hz9bkm96!19sChIJJ3oFtIKJREcR7VnWNAthS-k?authuser=0&hl=am&rclk=1"
273,Dentaltechnika Kft.,,Boros József u. 24,+36 62 642 319,,,https://www.google.com/maps/place/Dentaltechnika+Kft./data=!4m7!3m6!1s0x4744887677d22d01:0x463b12c61b428c64!8m2!3d46.2539071!4d20.1352877!16s%2Fg%2F1hhxtktf1!19sChIJAS3Sd3aIREcRZIxCG8YSO0Y?authuser=0&hl=am&rclk=1
274,Dr. Lovász Ágnes - Lovident,,Csanádi u. 34,,,,https://www.google.com/maps/place/Dr.+Lov%C3%A1sz+%C3%81gnes+-+Lovident/data=!4m7!3m6!1s0x47448842b48edb5b:0x19a7c69725a8cb7b!8m2!3d46.2436771!4d20.1618052!16s%2Fg%2F11h1695fg!19sChIJW9uOtEKIREcRe8uoJZfGpxk?authuser=0&hl=am&rclk=1
275,TACE Röntgen,,Szent Antal u. 14,,,,https://www.google.com/maps/place/TACE+R%C3%B6ntgen/data=!4m7!3m6!1s0x4744887e57cd6db5:0x4bd32c26e4e76bc9!8m2!3d46.2422863!4d20.1325357!16s%2Fg%2F11j0jk1532!19sChIJtW3NV36IREcRyWvn5CYs00s?authuser=0&hl=am&rclk=1
